Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
King,Diego,AgriTech+,Robotique,Bricolage,5,Faible concentration,Communicatif,Rouge,Lasagnes,Eau plate,TypeScript
Perez,Emily,SafeCity,Développement Web,Lecture,10,Têtu,Rigoureux,Jaune,Riz au poisson,Bissap,SQL
Nguyen,Olivia,EduBoost,Développement Mobile,Football,3,Impatience,Organisé,Noir,Sushi,Jus d'orange,Bash
Lee,Noah,FinTrack,Data Science,Gaming,15,Timidité,Adaptable,Blanc,Tacos,Coca-Cola,PHP
Singh,Fatoumata,HealthConnect,Cloud Computing,Danse,7,Procrastination,Esprit d'équipe,Violet,Burger,Jus de gingembre,Go
Chen,Liam,SmartLogistics,Analyse Business,Jardinage,2,Sensible,Persévérant,Orange,Couscous,Smoothie,C#
Dubois,Moussa,CyberShield,Cybersécurité,Photographie,14,Distrait,Optimiste,Rose,Thieboudienne,Eau gazeuse,Python
Smith,Sophia,WebSphere,UX/UI Design,Cuisine,9,Perfectionnisme excessif,Pédagogue,Gris,Pizza,Café,JavaScript
Garcia,Emily,MobileGenius,Développement Mobile,Musique,4,Bavard,Créatif,Bleu,Mafé,Thé,Kotlin
Hernandez,Léa,CloudForge,Cloud Computing,Échecs,11,Sarcasme,Autonome,Vert,Pâtes Carbonara,Limonade,Java
Diallo,Jules,AI Innovate,Intelligence Artificielle,Randonnée,6,Négatif,Fiable,Rouge,Boeuf Bourguignon,Eau plate,Ruby
Johnson,Raphaël,QuantumLeap,Blockchain,Yoga,1,Pessimiste,Patient,Jaune,Paella,Bissap,C++
Traoré,Sokhna,BioInsight,Data Science,Bricolage,12,Faible concentration,Communicatif,Noir,Lasagnes,Jus d'orange,TypeScript
Miller,Mariam,EcoVision,Réseaux,Lecture,7,Têtu,Rigoureux,Blanc,Riz au poisson,Coca-Cola,SQL
Ndiaye,Ibrahima,GlobalConnect,Gestion de Projet,Football,0,Impatience,Organisé,Violet,Sushi,Jus de gingembre,Bash
Brown,Modou,NextGen,Développement Web,Gaming,10,Timidité,Adaptable,Orange,Tacos,Smoothie,PHP
Wilson,Alice,DeepDive,DevOps,Danse,5,Procrastination,Esprit d'équipe,Rose,Burger,Eau gazeuse,Go
Moore,Tom,UrbanFlow,Cybersécurité,Jardinage,11,Sensible,Persévérant,Gris,Couscous,Café,C#
Sow,Sara,AgriTech+,Robotique,Photographie,6,Distrait,Optimiste,Bleu,Thieboudienne,Thé,Python
Keita,Kenji,SafeCity,Développement Web,Cuisine,1,Perfectionnisme excessif,Pédagogue,Vert,Pizza,Limonade,JavaScript
Lopez,Priya,EduBoost,Développement Mobile,Musique,13,Bavard,Créatif,Rouge,Mafé,Eau plate,Kotlin
Kone,Fatoumata,AgriTech+,Développeur Web Frontend,Photographie,14,Indécis,Rigoureux,Orange,Thieboudienne,Smoothy,Java
Singh,Sophia,AquaSense,QA Engineer,Lecture,13,Procrastination,Méticuleux,Rouge,Sushi,Coca-Cola,C#
Kim,Liam,CyberGuardian,Architecte Cloud,Bénévolat,7,Timide,Adaptable,Gris,Tajine,Eau gazeuse,Python
Lopez,Lucas,UrbanFlow,Développeur Web Backend,Randonnée,0,Têtu,Optimiste,Noir,Burger,Jus d'orange,JavaScript
Ndiaye,Kenza,SpaceBridge,Data Scientist,Musique (instrument),1,Bavard,Créatif,Bleu,Couscous,Boisson énergisante,Python
Al-Farsi,Aïcha,FutureCampus,Développeur Mobile Android,Gaming,1,Organisé (excessif),Patient,Rose,Lasagnes,Thé,Kotlin
Ivanov,Alex,FinTrack,Expert Cybersécurité,Voyage,9,Impatience,Autonome,Cyan,Curry,Bière (fictive),Go
Martin,Olivia,HealthConnect,Ingénieur IA,Jardinage,1,Organisé (excessif),Pédagogue,Violet,Pizza,Eau gazeuse,Python
Schmidt,Pierre,RoboChef,DevOps Engineer,Cuisine,2,Distrait,Persévérant,Jaune,Paella,Café,Go
Thomas,Manon,SmartLogistics,UI/UX Designer,Chant,12,Curieux (excessif),Bon communicant,Blanc,Salade Composée,Limonade,JavaScript
Bianchi,Ben,EduBoost,Ingénieur Blockchain,Coding personnel,14,Procrastination,Empathique,Vert,Tacos,Jus d'orange,Rust
Traoré,Moussa,DigitalTwinX,Spécialiste Réseaux,Yoga,12,Organisé (excessif),Motivé,Marron,Thieboudienne,Thé,C++
Petit,Sophie,EcoBuild,Ingénieur Embarqué,Fitness,1,Timide,Organisé,Rose,Ramen,Smoothy,C
Diallo,Assia,QuantumLink,Chef de Projet Tech,Échecs,11,Facilement stressé,Méticuleux,Bleu,Poulet Yassa,Eau plate,Python
Khan,Noah,BioInnovate,Administrateur Système,Danse,10,Trop direct,Créatif,Noir,Crêpes,Café,C#
Li,Elijah,GreenEnergy,Développeur Web Frontend,Photographie,3,Têtu,Rigoureux,Orange,Sushi,Coca-Cola,JavaScript
Rossi,Mia,AgriTech+,Développeur Web Backend,Bénévolat,14,Indécis,Adaptable,Rouge,Tajine,Eau gazeous,Java
Durand,Ava,SafeCity,Architecte Cloud,Lecture,2,Procrastination,Optimiste,Gris,Burger,Jus d'orange,Python
Sow,Jackson,AutoPilotAI,Data Scientist,Randonnée,13,Bavard,Créatif,Cyan,Couscous,Boisson énergisante,Python
Robert,Isabella,DataInsight,QA Engineer,Musique (instrument),6,Organisé (excessif),Patient,Rose,Lasagnes,Thé,Kotlin
Bernard,Amira,FinTrack,Développeur Mobile Android,Gaming,10,Organisé (excessif),Pédagogue,Violet,Pizza,Eau gazeuse,C#
Garcia,Sarah,HealthConnect,Expert Cybersécurité,Jardinage,15,Impatience,Autonome,Jaune,Curry,Bière (fictive),Go
Dubois,David,RoboChef,DevOps Engineer,Cuisine,7,Distrait,Persévérant,Blanc,Paella,Café,Go
Chen,Rania,SmartLogistics,UI/UX Designer,Chant,15,Curieux (excessif),Bon communicant,Vert,Salade Composée,Limonade,JavaScript
Lopez,Kévin,UrbanFlow,Ingénieur Blockchain,Coding personnel,8,Procrastination,Empathique,Marron,Tacos,Jus d'orange,Rust
Ndiaye,Fatoumata,DigitalTwinX,Spécialiste Réseaux,Yoga,4,Organisé (excessif),Motivé,Bleu,Thieboudienne,Thé,C++
Al-Farsi,Aïcha,EcoBuild,Ingénieur Embarqué,Fitness,7,Timide,Organisé,Rose,Ramen,Smoothy,C
Ivanov,Alex,QuantumLink,Chef de Projet Tech,Échecs,11,Facilement stressé,Méticuleux,Noir,Poulet Yassa,Eau plate,Python
Martin,Olivia,BioInnovate,Administrateur Système,Danse,10,Trop direct,Créatif,Cyan,Crêpes,Café,C#
Schmidt,Pierre,GreenEnergy,Développeur Web Frontend,Photographie,9,Têtu,Rigoureux,Orange,Sushi,Coca-Cola,JavaScript
Thomas,Manon,AgriTech+,Développeur Web Backend,Bénévolat,2,Indécis,Adaptable,Rouge,Tajine,Eau gazeuse,Java
Bianchi,Ben,SafeCity,Architecte Cloud,Lecture,1,Procrastination,Optimiste,Gris,Burger,Jus d'orange,Python
Traoré,Moussa,AutoPilotAI,Data Scientist,Randonnée,13,Bavard,Créatif,Bleu,Couscous,Boisson énergisante,Python
Petit,Sophie,DataInsight,QA Engineer,Musique (instrument),14,Organisé (excessif),Patient,Rose,Lasagnes,Thé,Kotlin
Diallo,Assia,FinTrack,Développeur Mobile Android,Gaming,3,Organisé (excessif),Pédagogue,Violet,Pizza,Eau gazeuse,C#
Khan,Noah,HealthConnect,Expert Cybersécurité,Jardinage,12,Impatience,Autonome,Jaune,Curry,Bière (fictive),Go
Li,Elijah,RoboChef,DevOps Engineer,Cuisine,1,Distrait,Persévérant,Blanc,Paella,Café,Go
Rossi,Mia,SmartLogistics,UI/UX Designer,Chant,9,Curieux (excessif),Bon communicant,Vert,Salade Composée,Limonade,JavaScript
Durand,Ava,UrbanFlow,Ingénieur Blockchain,Coding personnel,14,Procrastination,Empathique,Marron,Tacos,Jus d'orange,Rust
Sow,Jackson,DigitalTwinX,Spécialiste Réseaux,Yoga,0,Organisé (excessif),Motivé,Bleu,Thieboudienne,Thé,C++
Robert,Isabella,EcoBuild,Ingénieur Embarqué,Fitness,11,Timide,Organisé,Rose,Ramen,Smoothy,C
Bernard,Amira,QuantumLink,Chef de Projet Tech,Échecs,1,Facilement stressé,Méticuleux,Noir,Poulet Yassa,Eau plate,Python
Garcia,Sarah,BioInnovate,Administrateur Système,Danse,13,Trop direct,Créatif,Cyan,Crêpes,Café,C#
Dubois,David,GreenEnergy,Développeur Web Frontend,Photographie,10,Têtu,Rigoureux,Orange,Sushi,Coca-Cola,JavaScript
Chen,Rania,AgriTech+,Développeur Web Backend,Bénévolat,1,Indécis,Adaptable,Rouge,Tajine,Eau gazeuse,Java
Lopez,Kévin,SafeCity,Architecte Cloud,Lecture,12,Procrastination,Optimiste,Gris,Burger,Jus d'orange,Python
Ndiaye,Fatoumata,AutoPilotAI,Data Scientist,Randonnée,3,Bavard,Créatif,Bleu,Couscous,Boisson énergisante,Python
Al-Farsi,Aïcha,DataInsight,QA Engineer,Musique (instrument),14,Organisé (excessif),Patient,Rose,Lasagnes,Thé,Kotlin
Ivanov,Alex,FinTrack,Développeur Mobile Android,Gaming,5,Organisé (excessif),Pédagogue,Violet,Pizza,Eau gazeuse,C#
Martin,Olivia,HealthConnect,Expert Cybersécurité,Jardinage,10,Impatience,Autonome,Jaune,Curry,Bière (fictive),Go
Schmidt,Pierre,RoboChef,DevOps Engineer,Cuisine,1,Distrait,Persévérant,Blanc,Paella,Café,Go
Thomas,Manon,SmartLogistics,UI/UX Designer,Chant,13,Curieux (excessif),Bon communicant,Vert,Salade Composée,Limonade,JavaScript
Bianchi,Ben,UrbanFlow,Ingénieur Blockchain,Coding personnel,14,Procrastination,Empathique,Marron,Tacos,Jus d'orange,Rust
Traoré,Moussa,DigitalTwinX,Spécialiste Réseaux,Yoga,4,Organisé (excessif),Motivé,Bleu,Thieboudienne,Thé,C++
Diallo,Assia,QuantumLink,Chef de Projet Tech,Échecs,11,Facilement stressé,Méticuleux,Noir,Poulet Yassa,Eau plate,Python
Khan,Noah,BioInnovate,Administrateur Système,Danse,15,Trop direct,Créatif,Cyan,Crêpes,Café,C#
Li,Elijah,GreenEnergy,Développeur Web Frontend,Photographie,2,Têtu,Rigoureux,Orange,Sushi,Coca-Cola,JavaScript
Rossi,Mia,AgriTech+,Développeur Web Backend,Bénévolat,14,Indécis,Adaptable,Rouge,Tajine,Eau gazeuse,Java
Durand,Ava,SafeCity,Architecte Cloud,Lecture,1,Procrastination,Optimiste,Gris,Burger,Jus d'orange,Python
Sow,Jackson,AutoPilotAI,Data Scientist,Randonnée,13,Bavard,Créatif,Bleu,Couscous,Boisson énergisante,Python
Dupont,Sophie,FinTrack,Data Science,Lecture,7,Procrastination,Créatif,Bleu,Pizza,Eau,Python
Traoré,Moussa,EduBoost,Développement Mobile,Football,3,Timide,Empathique,Vert,Couscous,Jus d'orange,Java
Smith,Emily,SafeCity,Cybersécurité,Gaming,10,Perfectionnisme excessif,Rigoureux,Noir,Burger,Café,C#
Hernandez,Juan,AgriTech+,Intelligence Artificielle,Musique,5,Impulsif,Curieux,Rouge,Tacos,Limonade,Python
Diop,Mariam,HealthLink,Cloud Computing,Danse,2,Désorganisé,Flexible,Rose,Thieboudienne,Smoothie,JavaScript
Taylor,Liam,GreenEnergy,DevOps,Randonnée,8,Têtu,Déterminé,Blanc,Salade Composée,Thé,Go
Ndiaye,Aminata,SmartLogistics,UI/UX Design,Cuisine,1,Bavard,Communicatif,Orange,Poulet Yassa,Eau gazeuse,PHP
Garcia,Sofia,CyberGuard,Business Intelligence,Voyage,6,Pessimiste,Optimiste,Violet,Paella,Vin Rouge,Python
Kone,Bakary,DataHarvest,Blockchain,Photographie,4,Impatient,Honnête,Marron,Méchoui,Bière,Rust
Wang,Chen,InnovateX,Développement Web,Coding,9,Trop critique,Fiable,Jaune,Riz Cantonais,Coca-Cola,JavaScript
Dubois,Thomas,WebVision,Front-end Dev,Jardinage,12,Dépendant,Organisé,Bleu,Pâtes Carbonara,Eau,TypeScript
Sy,Fatou,AIConnect,Machine Learning,Bénévolat,0,Distrait,Généreux,Vert,Curry de Légumes,Lait,Python
Miller,Olivia,BlockSecure,Back-end Dev,Yoga,11,Susceptible,Résilient,Noir,Lasagnes,Café,Java
Nguyen,Mateo,MobileFirst,Architecte Logiciel,Cyclisme,14,Manipulateur,Créatif,Rouge,Sushi,Jus d'orange,Kotlin
Camara,Aïcha,QuantumLeap,Big Data,Lecture,6,Procrastination,Empathique,Rose,Couscous,Smoothie,Go
Anderson,Sophia,EduBoost,Développement Mobile,Football,2,Timide,Rigoureux,Orange,Burger,Thé,Swift
Martinez,Valentina,SafeCity,Cybersécurité,Gaming,9,Perfectionnisme excessif,Déterminé,Violet,Tacos,Eau gazeuse,C#
Gueye,Mamadou,AgriTech+,Intelligence Artificielle,Musique,4,Impulsif,Curieux,Marron,Thieboudienne,Vin Rouge,Python
Moore,Isabella,HealthLink,Cloud Computing,Danse,1,Désorganisé,Flexible,Jaune,Salade Composée,Bière,JavaScript
Lopez,Santiago,GreenEnergy,DevOps,Randonnée,7,Têtu,Honnête,Bleu,Riz Cantonais,Coca-Cola,Rust
Touré,Kadidiatou,SmartLogistics,UI/UX Design,Cuisine,0,Bavard,Communicatif,Vert,Poulet Yassa,Eau,PHP
Williams,William,CyberGuard,Business Intelligence,Voyage,5,Pessimiste,Optimiste,Noir,Paella,Jus d'orange,Python
Cissé,Oumar,DataHarvest,Blockchain,Photographie,3,Impatient,Fiable,Rouge,Méchoui,Limonade,Go
Lee,Luna,InnovateX,Développement Web,Coding,8,Trop critique,Organisé,Rose,Curry de Légumes,Smoothie,TypeScript
Richard,Jeanne,WebVision,Front-end Dev,Jardinage,13,Dépendant,Généreux,Orange,Pâtes Carbonara,Lait,JavaScript
Petit,Louis,AIConnect,Machine Learning,Bénévolat,1,Distrait,Résilient,Violet,Lasagnes,Café,Python
Davis,Benjamin,BlockSecure,Back-end Dev,Yoga,10,Susceptible,Créatif,Marron,Sushi,Jus d'orange,Java
Kim,Ana,MobileFirst,Architecte Logiciel,Cyclisme,15,Manipulateur,Empathique,Jaune,Couscous,Limonade,Kotlin
Bernard,Emma,QuantumLeap,Big Data,Lecture,5,Procrastination,Rigoureux,Bleu,Burger,Bière,Rust
Smith,James,EduBoost,Développement Mobile,Football,2,Timide,Déterminé,Vert,Tacos,Thé,Swift
Rodriguez,Diego,SafeCity,Cybersécurité,Gaming,8,Perfectionnisme excessif,Curieux,Noir,Thieboudienne,Eau gazeuse,C#
Camara,Issa,AgriTech+,Intelligence Artificielle,Musique,3,Impulsif,Flexible,Rouge,Salade Composée,Vin Rouge,Python
Martin,Lucie,HealthLink,Cloud Computing,Danse,0,Désorganisé,Honnête,Rose,Riz Cantonais,Coca-Cola,JavaScript
Taylor,Noah,GreenEnergy,DevOps,Randonnée,6,Têtu,Communicatif,Orange,Poulet Yassa,Eau,Go
Sy,Bakary,SmartLogistics,UI/UX Design,Cuisine,1,Bavard,Optimiste,Violet,Paella,Jus d'orange,PHP
Brown,Ava,CyberGuard,Business Intelligence,Voyage,4,Pessimiste,Fiable,Marron,Méchoui,Limonade,Python
Diop,Moussa,DataHarvest,Blockchain,Photographie,2,Impatient,Organisé,Jaune,Curry de Légumes,Smoothie,Rust
Wilson,William,InnovateX,Développement Web,Coding,7,Trop critique,Généreux,Bleu,Pâtes Carbonara,Lait,TypeScript
Leroy,Camille,WebVision,Front-end Dev,Jardinage,12,Dépendant,Résilient,Vert,Lasagnes,Café,JavaScript
Diallo,Fatou,AIConnect,Machine Learning,Bénévolat,0,Distrait,Créatif,Noir,Sushi,Jus d'orange,Python
Jones,Liam,BlockSecure,Back-end Dev,Yoga,9,Susceptible,Empathique,Rouge,Couscous,Limonade,Java
Wang,Sofia,MobileFirst,Architecte Logiciel,Cyclisme,14,Manipulateur,Rigoureux,Rose,Burger,Smoothie,Kotlin
Thomas,Antoine,QuantumLeap,Big Data,Lecture,4,Procrastination,Déterminé,Orange,Tacos,Thé,Rust
Dubois,Sophie,EduBoost,Développement Mobile,Football,1,Timide,Curieux,Violet,Thieboudienne,Eau gazeuse,Swift
Dupont,Pierre,SafeCity,Cybersécurité,Gaming,7,Perfectionnisme excessif,Flexible,Marron,Salade Composée,Vin Rouge,C#
Traoré,Aïcha,AgriTech+,Intelligence Artificielle,Musique,2,Impulsif,Honnête,Jaune,Riz Cantonais,Coca-Cola,Python
Smith,Olivia,HealthLink,Cloud Computing,Danse,0,Désorganisé,Communicatif,Bleu,Poulet Yassa,Eau,JavaScript
Hernandez,Benjamin,GreenEnergy,DevOps,Randonnée,5,Têtu,Optimiste,Vert,Paella,Jus d'orange,Go
Diop,Mariam,SmartLogistics,UI/UX Design,Cuisine,1,Bavard,Fiable,Noir,Méchoui,Limonade,PHP
Taylor,Ava,CyberGuard,Business Intelligence,Voyage,3,Pessimiste,Organisé,Rouge,Curry de Légumes,Smoothie,Python
Ndiaye,Moussa,DataHarvest,Blockchain,Photographie,0,Impatient,Généreux,Rose,Pâtes Carbonara,Lait,Rust
Garcia,Liam,InnovateX,Développement Web,Coding,6,Trop critique,Résilient,Orange,Lasagnes,Café,TypeScript
Kone,Aminata,WebVision,Front-end Dev,Jardinage,11,Dépendant,Créatif,Violet,Sushi,Jus d'orange,JavaScript
Wang,Mateo,AIConnect,Machine Learning,Bénévolat,0,Distrait,Empathique,Marron,Couscous,Limonade,Python
Dubois,Jeanne,BlockSecure,Back-end Dev,Yoga,8,Susceptible,Rigoureux,Jaune,Burger,Smoothie,Java
Sy,Oumar,MobileFirst,Architecte Logiciel,Cyclisme,13,Manipulateur,Déterminé,Bleu,Tacos,Thé,Kotlin
Miller,Emily,QuantumLeap,Big Data,Lecture,3,Procrastination,Curieux,Vert,Thieboudienne,Eau gazeuse,Rust
Nguyen,Santiago,EduBoost,Développement Mobile,Football,0,Timide,Flexible,Noir,Salade Composée,Vin Rouge,Swift
Camara,Fatou,SafeCity,Cybersécurité,Gaming,6,Perfectionnisme excessif,Honnête,Rouge,Riz Cantonais,Coca-Cola,C#
Anderson,William,AgriTech+,Intelligence Artificielle,Musique,1,Impulsif,Communicatif,Rose,Poulet Yassa,Eau,Python
Martinez,Valentina,HealthLink,Cloud Computing,Danse,0,Désorganisé,Optimiste,Orange,Paella,Jus d'orange,JavaScript
Gueye,Aïcha,GreenEnergy,DevOps,Randonnée,4,Têtu,Fiable,Violet,Méchoui,Limonade,Go
Moore,Noah,SmartLogistics,UI/UX Design,Cuisine,0,Bavard,Organisé,Marron,Curry de Légumes,Smoothie,PHP
Lopez,Isabella,CyberGuard,Business Intelligence,Voyage,2,Pessimiste,Généreux,Jaune,Pâtes Carbonara,Lait,Python
Touré,Bakary,DataHarvest,Blockchain,Photographie,0,Impatient,Résilient,Bleu,Lasagnes,Café,Rust
Williams,Sophia,InnovateX,Développement Web,Coding,5,Trop critique,Créatif,Vert,Sushi,Jus d'orange,TypeScript
Cissé,Kadidiatou,WebVision,Front-end Dev,Jardinage,10,Dépendant,Empathique,Noir,Couscous,Limonade,JavaScript
Lee,Mateo,AIConnect,Machine Learning,Bénévolat,0,Distrait,Rigoureux,Rouge,Burger,Smoothie,Python
Richard,Lucie,BlockSecure,Back-end Dev,Yoga,7,Susceptible,Déterminé,Rose,Tacos,Thé,Java
Petit,Emma,MobileFirst,Architecte Logiciel,Cyclisme,12,Manipulateur,Curieux,Orange,Thieboudienne,Eau gazeuse,Kotlin
Davis,James,QuantumLeap,Big Data,Lecture,2,Procrastination,Flexible,Violet,Salade Composée,Vin Rouge,Rust
Kim,Juan,EduBoost,Développement Mobile,Football,0,Timide,Honnête,Marron,Riz Cantonais,Coca-Cola,Swift
Bernard,Antoine,SafeCity,Cybersécurité,Gaming,5,Perfectionnisme excessif,Communicatif,Jaune,Poulet Yassa,Eau,C#
Smith,Ava,AgriTech+,Intelligence Artificielle,Musique,1,Impulsif,Optimiste,Bleu,Paella,Jus d'orange,Python
Rodriguez,Diego,HealthLink,Cloud Computing,Danse,0,Désorganisé,Fiable,Vert,Méchoui,Limonade,JavaScript
Camara,Issa,GreenEnergy,DevOps,Randonnée,3,Têtu,Organisé,Noir,Curry de Légumes,Smoothie,Go
Martin,Manon,SmartLogistics,UI/UX Design,Cuisine,0,Bavard,Généreux,Rouge,Pâtes Carbonara,Lait,PHP
Taylor,Olivia,CyberGuard,Business Intelligence,Voyage,1,Pessimiste,Résilient,Rose,Lasagnes,Café,Python
Sy,Mamadou,DataHarvest,Blockchain,Photographie,0,Impatient,Créatif,Orange,Sushi,Jus d'orange,Rust
Brown,William,InnovateX,Développement Web,Coding,4,Trop critique,Empathique,Violet,Couscous,Limonade,TypeScript
Diop,Aminata,WebVision,Front-end Dev,Jardinage,9,Dépendant,Rigoureux,Marron,Burger,Smoothie,JavaScript
Wilson,Sophie,AIConnect,Machine Learning,Bénévolat,0,Distrait,Déterminé,Jaune,Tacos,Thé,Python
Leroy,Thomas,BlockSecure,Back-end Dev,Yoga,6,Susceptible,Curieux,Bleu,Thieboudienne,Eau gazeuse,Java
Diallo,Moussa,MobileFirst,Architecte Logiciel,Cyclisme,11,Manipulateur,Flexible,Vert,Salade Composée,Vin Rouge,Kotlin
Jones,Benjamin,QuantumLeap,Big Data,Lecture,1,Procrastination,Honnête,Noir,Riz Cantonais,Coca-Cola,Rust
Wang,Luna,EduBoost,Développement Mobile,Football,0,Timide,Communicatif,Rouge,Poulet Yassa,Eau,Swift
Thomas,Camille,SafeCity,Cybersécurité,Gaming,4,Perfectionnisme excessif,Optimiste,Rose,Paella,Jus d'orange,C#
Dubois,Pierre,AgriTech+,Intelligence Artificielle,Musique,0,Impulsif,Fiable,Orange,Méchoui,Limonade,Python
Dupont,Manon,HealthLink,Cloud Computing,Danse,0,Désorganisé,Organisé,Violet,Curry de Légumes,Smoothie,JavaScript
Traoré,Mariam,GreenEnergy,DevOps,Randonnée,2,Têtu,Généreux,Marron,Pâtes Carbonara,Lait,Go
Smith,Liam,SmartLogistics,UI/UX Design,Cuisine,0,Bavard,Résilient,Jaune,Lasagnes,Café,PHP
Hernandez,Emily,CyberGuard,Business Intelligence,Voyage,0,Pessimiste,Créatif,Bleu,Sushi,Jus d'orange,Python
Diop,Aïcha,DataHarvest,Blockchain,Photographie,0,Impatient,Empathique,Vert,Couscous,Limonade,Rust
Taylor,Benjamin,InnovateX,Développement Web,Coding,3,Trop critique,Rigoureux,Noir,Burger,Smoothie,TypeScript
Ndiaye,Bakary,WebVision,Front-end Dev,Jardinage,8,Dépendant,Déterminé,Rouge,Tacos,Thé,JavaScript
Ndoye,Aminata,EduBoost,Data Science,Lecture,7,Impatient,Rigoureux,Bleu,Pizza,Café,Python
Silva,Alexandre,SmartGrid,DevOps,Gaming,11,Procrastination,Organisé,Vert,Burger,Bière,Go
Sow,Sophie,CyberShield,Cybersécurité,Voyage,9,Têtu,Persévérant,Noir,Sushi,Thé,Java
Moretti,Lucas,HealthConnect,Mobile Android,Football,4,Distrait,Curieux,Rouge,Yassa Poulet,Jus d'orange,Kotlin
Chen,Zoe,AgriTech+,IA/ML,Jardinage,2,Timide,Créatif,Jaune,Curry,Eau gazeuse,Python
O'Connell,Kevin,FinTrack,Backend Dev,Musique,8,Bavard,Sociable,Gris,Pâtes Carbonara,Vin rouge,PHP
Dubois,Léa,EduLearn,UI/UX Design,Dessin,3,Sensible,Empathique,Violet,Salade César,Smoothies,JavaScript
Nzima,Drissa,SafeCity,Réseaux,Course à pied,6,Impulsif,Déterminé,Orange,Thieboudienne,Eau,Shell Script
Smith,John,DataVision,Big Data,Programmation,13,Perfectionniste,Méticuleux,Blanc,Ramen,Coca-Cola,Scala
Garcia,Maria,UrbanFlow,Cloud AWS,Danse,5,Maladroit,Flexible,Rose,Tacos,Jus de mangue,TypeScript
Kuznetsov,Romain,AeroSense,Embarqué,Modélisme,10,Rancunier,Loyal,Marron,Choucroute,Limonade,C++
Diallo,Coumba,E-GovPortal,QA Testing,Bénévolat,1,Naïf,Honnête,Turquoise,Maffé,Thé glacé,Ruby
Kone,Mamadou,RoboCraft,Game Dev,Échecs,7,Désordonné,Autonome,Cyan,Poulet DG,Jus de pomme,C#
Moreau,Chloé,GreenEnergy,Support Technique,Yoga,0,Indécis,Calme,Magenta,Gombo,Chocolat chaud,PHP
Martinez,Hugo,MediCare,Scrum Master,Randonnée,12,Orgérieux,Bon Communicateur,Kaki,Lasagnes,Boisson énergétique,Java
Sato,Kenji,Tourismo,Product Owner,Photographie,8,Capricieux,Innovant,Bordeaux,Sushi,Sake,Python
Wang,Laura,AquaTech,Dev Web Frontend,Cuisine,5,Exigeant,Pragmatique,Indigo,Pad Thaï,Eau,JavaScript
Jensen,Théo,SmartLogistics,DevOps,VTT,9,Lunatique,Analytique,Corail,Burger,Bière,Go
Diop,Mariam,EcoInnov,IA/ML,Lecture,6,Colérique,Patient,Bleu,Thieboudienne,Café,Python
Schmidt,Gaspard,FutureFarm,Cybersécurité,Gaming,14,Mélancolique,Rigoureux,Vert,Pizza,Soda,Rust
Singh,Adama,TalentMatch,Mobile Android,Football,3,Timide,Curieux,Rouge,Yassa Poulet,Jus d'orange,Kotlin
Yamamoto,Isabelle,ArtisanConnect,Backend Dev,Musique,10,Bavard,Sociable,Jaune,Pâtes Carbonara,Vin rouge,PHP
Ndiaye,Youssouf,Sportify,UI/UX Design,Dessin,2,Sensible,Empathique,Violet,Salade César,Smoothies,JavaScript
Cissé,Rokia,EcoTravel,Réseaux,Course à pied,7,Impulsif,Déterminé,Orange,Maffé,Eau,Shell Script
Gomez,Julia,MindCare,Big Data,Programmation,15,Perfectionniste,Méticuleux,Blanc,Ramen,Coca-Cola,Scala
Kovac,Antoine,CodeSphere,Cloud AWS,Danse,4,Maladroit,Flexible,Rose,Tacos,Jus de mangue,TypeScript
O'Connell,Vincent,NexusFlow,Embarqué,Modélisme,11,Rancunier,Loyal,Marron,Choucroute,Limonade,C++
Petit,Pauline,ZenGarden,QA Testing,Bénévolat,0,Naïf,Honnête,Turquoise,Kebab,Thé glacé,Ruby
Leroy,Nathan,QuickServe,Game Dev,Échecs,8,Désordonné,Autonome,Cyan,Poulet DG,Jus de pomme,C#
Andersson,Olivia,GigaByte,Support Technique,Yoga,1,Indécis,Calme,Magenta,Gombo,Chocolat chaud,PHP
Sow,Emmanuel,BrightMind,Scrum Master,Randonnée,13,Orgérieux,Bon Communicateur,Kaki,Lasagnes,Boisson énergétique,Java
Dupont,Sophie,SolarHarvest,Product Owner,Photographie,9,Capricieux,Innovant,Bordeaux,Sushi,Sake,Python
Traoré,Pierre,FoodWaste,Dev Web Frontend,Cuisine,6,Exigeant,Pragmatique,Indigo,Pad Thaï,Eau,JavaScript
Müller,David,JobPulse,DevOps,VTT,10,Lunatique,Analytique,Corail,Burger,Bière,Go
Kim,Sarah,OpenGov,IA/ML,Lecture,7,Colérique,Patient,Bleu,Thieboudienne,Café,Python
Johnson,Idrissa,CityZen,Cybersécurité,Gaming,12,Mélancolique,Rigoureux,Vert,Pizza,Soda,Rust
Pérez,Mariam,HealthSync,Mobile Android,Football,4,Timide,Curieux,Rouge,Yassa Poulet,Jus d'orange,Kotlin
Costa,Alexandre,AgileFlow,Backend Dev,Musique,11,Bavard,Sociable,Jaune,Pâtes Carbonara,Vin rouge,PHP
Ndoye,Aminata,NetGuard,UI/UX Design,Dessin,3,Sensible,Empathique,Violet,Salade César,Smoothies,JavaScript
Silva,Lucas,EduBoost,Réseaux,Course à pied,8,Impulsif,Déterminé,Orange,Maffé,Eau,Shell Script
Sow,Laura,CyberShield,Big Data,Programmation,15,Perfectionniste,Méticuleux,Blanc,Ramen,Coca-Cola,Scala
