Simon,Sharma,EcoBuild,Data Science,Vélo,0,Manque de confiance,Adaptabilité,Rouge,Couscous,Vin,Python
Elise,Khan,OmniChannel,DevOps,Randonnée,13,Impatience,Résilience,Jaune,Lasagnes,Jus d'orange,Go
Antoine,Singh,NextGenAI,IA,Écriture,7,Entêtement,Rigueur,Noir,Paella,Café,Python
Raphaël,Dubois,QuantumLeap,Développement Mobile,Coding,5,Distraction,Esprit d'équipe,Violet,Ramen,Eau,Swift
Juliette,Ndiaye,UrbanFlow,Cloud Computing,Danse,2,Indécision,Empathie,Orange,Sushi,Soda,Java
Fabien,Bernard,MediCareX,Dev Web Frontend,Lecture,8,Procrastination,Persévérance,Rose,Pizza,Smoothie,JavaScript
Célia,Thomas,RoboChef,Data Science,Musique,6,Bavardage,Loyauté,Gris,Thieboudienne,Limonade,Python
Corentin,Petit,FutureFarm,Dev Web Backend,Football,4,Sensibilité excessive,Optimisme,Blanc,Tacos,Bière,PHP
Noémie,Martin,SkillUp,Cybersécurité,Jardinage,1,Rancune,Humilité,Bleu,Burger,Lait,C#
Robin,Diallo,AgriTech+,DevOps,Gaming,9,Manque de confiance,Adaptabilité,Vert,Couscous,Tisane,Rust
Lana,Traoré,SafeCity,UI/UX Design,Voyage,12,Impatience,Résilience,Rouge,Salade Composée,Vin,TypeScript
Florian,Cissé,EduBoost,Data Science,Dessin,3,Timidité,Curiosité,Jaune,Crêpes,Jus d'orange,Python
Sarah,Ouédraogo,FinTrack,DevOps,Yoga,10,Perfectionnisme,Esprit d'équipe,Noir,Chili con carne,Café,Go
Adrien,Johnson,HealthConnect,Développement Mobile,Lecture,7,Distraction,Rigueur,Violet,Ramen,Eau,Kotlin
Elodie,Smith,GreenEnergy,Cloud Computing,Danse,5,Entêtement,Persévérance,Orange,Poulet Yassa,Soda,Java
Marc,Brown,SmartLogistics,IA,Gaming,2,Indécision,Empathie,Rose,Sushi,Smoothie,Python
Aurélie,Williams,CyberGuard,Dev Web Frontend,Musique,8,Procrastination,Créativité,Gris,Pizza,Limonade,JavaScript
Kevin,Miller,AutoDrive,Dev Web Backend,Football,6,Bavardage,Loyauté,Blanc,Tacos,Bière,PHP
Chloé,Garcia,DataInsight,Cybersécurité,Jardinage,4,Sensibilité excessive,Optimisme,Bleu,Burger,Lait,C#
Dupont,Fatou,AgriTech+,Développement Mobile,Escalade,11,Anxieux,Résolution de problèmes,Or,Salade Composée,Mojito (sans alcool),Kotlin
Thomas,Maya,SafeCity,Qualité Logicielle,Gaming,3,Paresseux,Proactivité,Vert,Thieboudienne,Boissons,C#
Smith,Karl,FinTrack,DevOps,Lecture,13,Impatience,Leadership,Jaune,Paella,Thé,Java
Thomas,Chloé,EduBoost,Cloud Computing,Randonnée,10,Procrastination,Curiosité,Orange,Sushi,Jus de pomme,JavaScript
Wang,Manon,CyberGuard,Cybersécurité,Danse,1,Désordonné,Rigueur,Cyan,Kebab,Thé,C++
Garcia,Lena,HealthConnect,Développement Web,Voyage,8,Susceptible,Adaptabilité,Rose,Poulet Yassa,Eau,Python
Dubois,Sophie,EcoSmart,Data Science,Cuisine,2,Têtu,Organisation,Rouge,Fondue,Eau gazeuse,R
Müller,Lena,DataHive,Intelligence Artificielle,Écriture,5,Timide,Honnêteté,Gris,Ramen,Lait,Go
Johnson,Tom,SmartLogistics,Architecte Logiciel,Cinéma,15,Compétitif,Empathie,Noir,Blanquette de veau,Café,SQL
Sy,Manon,GreenEnergy,Développement Web,Musique,9,Colérique,Détermination,Jaune,Chawarma,Limonade,PHP
Li,Emma,UrbanFlow,Développement Mobile,Yoga,0,Râleur,Patience,Magenta,Lasagnes,Jus d'orange,TypeScript
Martin,Sofia,BioTechInnov,Cybersécurité,Jardinage,7,Indécis,Autonomie,Blanc,Sushi,Eau,C#
Ndiaye,Chloé,QuantumLeap,Analyse Big Data,Photographie,4,Perfectionnisme,Esprit d'équipe,Violet,Curry de légumes,Chocolat chaud,Python
Robinson,Emma,GlobalLink,Support Technique,Natation,12,Anxieux,Leadership,Turquoise,Steak Frites,Bière,Java
Diop,Alice,ArtificalMind,Intelligence Artificielle,Poterie,6,Méfiant,Proactivité,Vert,Tacos,Eau,Rust
Miller,Louis,RetailGenius,UI/UX Design,Gaming,14,Paresseux,Sens de l'humour,Or,Fish and Chips,Jus de pomme,JavaScript
Wang,Omar,MediCarePlus,Gestion de Projet,Football,1,Colérique,Rigueur,Bleu,Couscous,Coca-Cola,PHP
Garcia,Nora,TechSolutions,Développement Web,Lecture,10,Impatience,Curiosité,Gris,Paella,Thé,HTML/CSS
Schneider,Mia,InnoSphere,Cloud Computing,Danse,3,Désordonné,Adaptabilité,Orange,Pizza,Limonade,Kotlin
Brown,Noah,FutureNet,DevOps,Voyage,8,Susceptible,Patience,Rose,Burger,Eau gazeuse,Go
Diallo,Bob,CodeVerse,Cybersécurité,Cuisine,11,Têtu,Organisation,Rouge,Poulet Yassa,Lait,C++
Smith,Fatou,InnovLab,Data Science,Dessin,2,Indécis,Honnêteté,Cyan,Thieboudienne,Jus d'orange,SQL
Kone,Ahmed,DigitalBridge,Développement Mobile,Écriture,5,Timide,Fiabilité,Jaune,Ramen,Chocolat chaud,Swift
Clark,William,SecureFlow,Architecte Logiciel,Cinéma,15,Compétitif,Empathie,Noir,Cassoulet,Café,Java
Moreau,Olivia,AgriTech+,Qualité Logicielle,Randonnée,9,Râleur,Détermination,Turquoise,Curry de légumes,Bière,PHP
Thomas,Oscar,SafeCity,Cloud Computing,Yoga,0,Anxieux,Résolution de problèmes,Vert,Sushi,Mojito (sans alcool),Rust
Kim,Aïcha,EduBoost,Développement Web,Escalade,13,Paresseux,Proactivité,Bleu,Lasagnes,Eau,Python
Wilson,Heidi,FinTrack,DevOps,Lecture,4,Impatience,Leadership,Or,Tacos,Jus de pomme,JavaScript
Schmidt,Moussa,HealthConnect,Intelligence Artificielle,Voyage,6,Désordonné,Rigueur,Gris,Pizza,Coca-Cola,C++
Durand,Grace,EcoSmart,Cybersécurité,Cuisine,7,Susceptible,Adaptabilité,Rouge,Fondue,Limonade,C#
Wang,Liam,CyberGuard,Analyse Big Data,Jardinage,12,Têtu,Organisation,Cyan,Steak Frites,Thé,SQL
Anderson,Judy,AeroVision,Support Technique,Natation,1,Indécis,Honnêteté,Jaune,Kebab,Lait,Kotlin
Prenoms,Nora,DataHive,Développement Mobile,Écriture,10,Méfiant,Fiabilité,Orange,Thieboudienne,Chocolat chaud,Swift
Diop,Oscar,SmartLogistics,Architecte Logiciel,Football,3,Timide,Empathie,Rose,Cassoulet,Café,Java
Garcia,Emma,GreenEnergy,Qualité Logicielle,Musique,8,Compétitif,Sens de l'humour,Turquoise,Curry de légumes,Bière,PHP
Sy,Zoe,UrbanFlow,Développement Web,Poterie,11,Râleur,Détermination,Vert,Burger,Eau gazeuse,Python
Müller,Hugo,BioTechInnov,Cloud Computing,Gaming,2,Anxieux,Résolution de problèmes,Bleu,Ramen,Mojito (sans alcool),Rust
Roberts,Léa,QuantumLeap,Cybersécurité,Lecture,14,Paresseux,Proactivité,Or,Sushi,Eau,JavaScript
Johnson,Arthur,GlobalLink,Data Science,Danse,5,Impatience,Leadership,Gris,Paella,Jus de pomme,C++
Taylor,Manon,ArtificalMind,Intelligence Artificielle,Voyage,6,Désordonné,Rigueur,Rouge,Poulet Yassa,Coca-Cola,C#
Smith,Omar,RetailGenius,Développement Mobile,Cuisine,7,Susceptible,Adaptabilité,Cyan,Fondue,Limonade,Go
Brown,Noah,MediCarePlus,DevOps,Jardinage,12,Têtu,Organisation,Jaune,Blanquette de veau,Thé,SQL
Traore,Louis,TechSolutions,UI/UX Design,Natation,1,Indécis,Honnêteté,Orange,Fish and Chips,Lait,Kotlin
Williams,Mia,InnoSphere,Gestion de Projet,Écriture,10,Méfiant,Fiabilité,Rose,Lasagnes,Chocolat chaud,Swift
Camara,Bob,FutureNet,Analyse Big Data,Cinéma,3,Timide,Empathie,Turquoise,Kebab,Café,Java
Diallo,Emma,CodeVerse,Support Technique,Football,8,Compétitif,Sens de l'humour,Vert,Thieboudienne,Bière,PHP
Wang,Liam,InnovLab,Qualité Logicielle,Musique,11,Râleur,Détermination,Bleu,Curry de légumes,Eau gazeuse,Python
Moreau,Fatou,DigitalBridge,Cloud Computing,Poterie,2,Anxieux,Résolution de problèmes,Or,Sushi,Mojito (sans alcool),Rust
Kim,Sofia,SecureFlow,Cybersécurité,Gaming,14,Paresseux,Proactivité,Gris,Tacos,Eau,JavaScript
Wilson,Heidi,AgriTech+,Développement Web,Lecture,5,Impatience,Leadership,Rouge,Paella,Jus de pomme,C++
Schmidt,Moussa,SafeCity,Intelligence Artificielle,Voyage,6,Désordonné,Rigueur,Cyan,Poulet Yassa,Coca-Cola,C#
Durand,Grace,EduBoost,Analyse Big Data,Cuisine,7,Susceptible,Adaptabilité,Jaune,Fondue,Limonade,Go
Wang,Liam,FinTrack,DevOps,Jardinage,12,Têtu,Organisation,Orange,Blanquette de veau,Thé,SQL
Anderson,Judy,HealthConnect,Support Technique,Natation,1,Indécis,Honnêteté,Rose,Fish and Chips,Lait,Kotlin
Prenoms,Nora,EcoSmart,Développement Mobile,Écriture,10,Méfiant,Fiabilité,Turquoise,Lasagnes,Chocolat chaud,Swift
Diop,Oscar,CyberGuard,Architecte Logiciel,Cinéma,3,Timide,Empathie,Vert,Kebab,Café,Java
Garcia,Emma,AeroVision,Qualité Logicielle,Football,8,Compétitif,Sens de l'humour,Bleu,Thieboudienne,Bière,PHP
Sy,Zoe,DataHive,Développement Web,Musique,11,Râleur,Détermination,Or,Curry de légumes,Eau gazeuse,Python
Müller,Hugo,SmartLogistics,Cloud Computing,Poterie,2,Anxieux,Résolution de problèmes,Gris,Sushi,Mojito (sans alcool),Rust
Roberts,Léa,GreenEnergy,Cybersécurité,Gaming,14,Paresseux,Proactivité,Rouge,Tacos,Eau,JavaScript
Johnson,Arthur,UrbanFlow,Data Science,Danse,5,Impatience,Leadership,Cyan,Paella,Jus de pomme,C++
Taylor,Manon,BioTechInnov,Intelligence Artificielle,Voyage,6,Désordonné,Rigueur,Jaune,Poulet Yassa,Coca-Cola,C#
Smith,Omar,QuantumLeap,Développement Mobile,Cuisine,7,Susceptible,Adaptabilité,Orange,Fondue,Limonade,Go
Brown,Noah,GlobalLink,DevOps,Jardinage,12,Têtu,Organisation,Rose,Blanquette de veau,Thé,SQL
Traore,Louis,ArtificalMind,UI/UX Design,Natation,1,Indécis,Honnêteté,Turquoise,Fish and Chips,Lait,Kotlin
Williams,Mia,RetailGenius,Gestion de Projet,Écriture,10,Méfiant,Fiabilité,Vert,Lasagnes,Chocolat chaud,Swift
Camara,Bob,MediCarePlus,Analyse Big Data,Cinéma,3,Timide,Empathie,Bleu,Kebab,Café,Java
Diallo,Emma,TechSolutions,Support Technique,Football,8,Compétitif,Sens de l'humour,Or,Thieboudienne,Bière,PHP
Wang,Liam,InnoSphere,Qualité Logicielle,Musique,11,Râleur,Détermination,Gris,Curry de légumes,Eau gazeuse,Python
Moreau,Fatou,FutureNet,Cloud Computing,Poterie,2,Anxieux,Résolution de problèmes,Rouge,Sushi,Mojito (sans alcool),Rust
Kim,Sofia,CodeVerse,Cybersécurité,Gaming,14,Paresseux,Proactivité,Cyan,Tacos,Eau,JavaScript
Wilson,Heidi,InnovLab,Développement Web,Lecture,5,Impatience,Leadership,Jaune,Paella,Jus de pomme,C++
Schmidt,Moussa,DigitalBridge,Intelligence Artificielle,Voyage,6,Désordonné,Rigueur,Orange,Poulet Yassa,Coca-Cola,C#
Durand,Grace,SecureFlow,Analyse Big Data,Cuisine,7,Susceptible,Adaptabilité,Rose,Fondue,Limonade,Go
Wang,Liam,AgriTech+,DevOps,Jardinage,12,Têtu,Organisation,Turquoise,Blanquette de veau,Thé,SQL
Anderson,Judy,SafeCity,Support Technique,Natation,1,Indécis,Honnêteté,Vert,Fish and Chips,Lait,Kotlin
Prenoms,Nora,EduBoost,Développement Mobile,Écriture,10,Méfiant,Fiabilité,Bleu,Lasagnes,Chocolat chaud,Swift
Diop,Oscar,FinTrack,Architecte Logiciel,Cinéma,3,Timide,Empathie,Or,Kebab,Café,Java
Garcia,Emma,HealthConnect,Qualité Logicielle,Football,8,Compétitif,Sens de l'humour,Gris,Thieboudienne,Bière,PHP
Sy,Zoe,EcoSmart,Développement Web,Musique,11,Râleur,Détermination,Rouge,Curry de légumes,Eau gazeuse,Python
Müller,Hugo,CyberGuard,Cloud Computing,Poterie,2,Anxieux,Résolution de problèmes,Cyan,Sushi,Mojito (sans alcool),Rust
Roberts,Léa,AeroVision,Cybersécurité,Gaming,14,Paresseux,Proactivité,Jaune,Tacos,Eau,JavaScript
Johnson,Arthur,DataHive,Data Science,Danse,5,Impatience,Leadership,Orange,Paella,Jus de pomme,C++
Taylor,Manon,SmartLogistics,Intelligence Artificielle,Voyage,6,Désordonné,Rigueur,Rose,Poulet Yassa,Coca-Cola,C#
Smith,Omar,GreenEnergy,Développement Mobile,Cuisine,7,Susceptible,Adaptabilité,Turquoise,Fondue,Limonade,Go
Brown,Noah,UrbanFlow,DevOps,Jardinage,12,Têtu,Organisation,Vert,Blanquette de veau,Thé,SQL
Traore,Louis,BioTechInnov,UI/UX Design,Natation,1,Indécis,Honnêteté,Bleu,Fish and Chips,Lait,Kotlin
Williams,Mia,QuantumLeap,Gestion de Projet,Écriture,10,Méfiant,Fiabilité,Or,Lasagnes,Chocolat chaud,Swift
Camara,Bob,GlobalLink,Analyse Big Data,Cinéma,3,Timide,Empathie,Gris,Kebab,Café,Java
Diallo,Emma,ArtificalMind,Support Technique,Football,8,Compétitif,Sens de l'humour,Rouge,Thieboudienne,Bière,PHP
Wang,Liam,RetailGenius,Qualité Logicielle,Musique,11,Râleur,Détermination,Cyan,Curry de légumes,Eau gazeuse,Python
Moreau,Fatou,MediCarePlus,Cloud Computing,Poterie,2,Anxieux,Résolution de problèmes,Jaune,Sushi,Mojito (sans alcool),Rust
Kim,Sofia,TechSolutions,Cybersécurité,Gaming,14,Paresseux,Proactivité,Orange,Tacos,Eau,JavaScript
Fall,Adama,AgriTech+,Développement Web,Cuisine,14,Timidité,Honnêteté,Gris,Paella,Jus de bissap,PHP
Ndiaye,Chloé,QuantumLeap,Data Science,Lecture,13,Procrastination,Esprit critique,Marron,Curry,Jus de gingembre,Ruby
Keita,Lucas,HealthNet,IA,Gaming,0,Indécision,Générosité,Jaune,Fufu,Lait,Go
Sow,Sophie,SmartLogistics,DevOps,Modélisme,4,Perfectionnisme,Créativité,Rose,Sushi,Soda,Swift
Smith,Oumar,CyberGuard,Cybersécurité,Voyage,11,Sensibilité excessive,Loyauté,Cyan,Maffé,Thé,Rust
Brown,Emily,UrbanMobility,Développement Mobile,Natation,2,Rancune,Patience,Violet,Kebab,Café,C#
Anderson,Jessica,AIInnovate,Cloud Computing,Randonnée,7,Distraction,Rigueur,Vert,Tajine,Eau gazeuse,TypeScript
Dubois,David,FutureWear,UI/UX Design,Jardinage,15,Jalousie,Leadership,Bleu,Crêpes,Jus d'orange,Kotlin
Diop,Mariam,EcoSolutions,QA Testing,Écriture,5,Orgueil,Autonomie,Blanc,Thieboudienne,Jus de pomme,SQL
Garcia,John,SpaceBridge,Product Management,Photographie,8,Impatience,Bienveillance,Rouge,Chawarma,Smoothie,Java
Diallo,Sophia,AeroNav,Administration BDD,Danse,10,Têtardise,Organisation,Noir,Poulet Yassa,Coca-Cola,Python
Sarr,James,AquaPura,Réseaux,Méditation,3,Naïveté,Sens de l'humour,Orange,Lasagnes,Limonade,JavaScript
Traoré,Pierre,HomeAssist,Systèmes Embarqués,Vélo,6,Curiosité intrusive,Curiosité,Magenta,Burger,Eau,PHP
Cissé,Manon,PowerGrid,Analyse Business,Yoga,12,Trop direct,Persévérance,Gris,Salade César,Bière,C++
Kone,Jules,CloudMind,Scrum Master,Course à pied,9,Pessimisme,Fiabilité,Jaune,Pizza,Vin rouge,Go
Bernard,Fatoumata,SecureFlow,Infographie 3D,Bénévolat,1,Maniaque,Optimisme,Rose,Couscous,Tisane,Ruby
Martin,Michael,InnovateX,Robotique,Apprentissage de langues,14,Indécision,Générosité,Cyan,Ramen,Chocolat chaud,Rust
Thomas,Aminata,GlobalConnect,Data Science,Football,0,Procrastination,Esprit critique,Violet,Curry,Lait,Swift
Petit,Abdoulaye,NextGenApp,Développement Web,Gaming,11,Timidité,Honnêteté,Vert,Fufu,Soda,C#
Leroy,Rama,ApexSolutions,IA,Lecture,7,Sensibilité excessive,Loyauté,Marron,Thieboudienne,Thé,TypeScript
Rousseau,Aïcha,AgriTech+,DevOps,Coding,15,Rancune,Patience,Bleu,Poulet Yassa,Café,Python
Laurent,Moussa,SafeCity,Cybersécurité,Cuisine,2,Distraction,Rigueur,Blanc,Sushi,Eau gazeuse,Java
Smith,Olivia,EduBoost,Développement Mobile,Voyage,5,Jalousie,Leadership,Rouge,Paella,Jus d'orange,Kotlin
Jones,Daniel,FinTrack,Cloud Computing,Musique,8,Orgueil,Autonomie,Noir,Chawarma,Jus de pomme,SQL
Williams,Sophia,GreenEnergy,UI/UX Design,Danse,10,Impatience,Bienveillance,Orange,Lasagnes,Smoothie,PHP
Brown,James,HealthNet,QA Testing,Randonnée,3,Têtardise,Organisation,Magenta,Burger,Coca-Cola,Go
Davis,Antoine,CyberGuard,Product Management,Jardinage,6,Naïveté,Sens de l'humour,Gris,Salade César,Limonade,Ruby
Miller,Sophie,SmartLogistics,Administration BDD,Échecs,12,Curiosité intrusive,Curiosité,Jaune,Pizza,Eau,Rust
Wilson,Lucas,DataSense,Réseaux,Yoga,9,Trop direct,Persévérance,Rose,Couscous,Bière,C#
Moore,Chloé,UrbanMobility,Systèmes Embarqués,Photographie,1,Pessimisme,Fiabilité,Cyan,Ramen,Vin rouge,TypeScript
Taylor,Pierre,AIInnovate,Analyse Business,Bénévolat,14,Maniaque,Optimisme,Violet,Curry,Tisane,Python
Anderson,Manon,QuantumLeap,Scrum Master,Écriture,0,Indécision,Générosité,Vert,Fufu,Chocolat chaud,Java
Dubois,Jules,BioConnect,Infographie 3D,Course à pied,11,Procrastination,Esprit critique,Marron,Thieboudienne,Lait,Kotlin
Diop,Léa,EcoSolutions,Robotique,Modélisme,7,Timidité,Honnêteté,Bleu,Poulet Yassa,Soda,SQL
Garcia,Romain,FutureWear,Data Science,Méditation,15,Sensibilité excessive,Loyauté,Blanc,Sushi,Thé,PHP
Diallo,Camille,SpaceBridge,Développement Web,Gaming,2,Rancune,Patience,Rouge,Paella,Café,Go
Sarr,Fatoumata,AeroNav,DevOps,Lecture,5,Distraction,Rigueur,Noir,Chawarma,Eau gazeuse,Ruby
Traoré,Abdoulaye,AquaPura,IA,Cuisine,8,Jalousie,Leadership,Orange,Lasagnes,Jus d'orange,Rust
Cissé,Aïcha,HomeAssist,Cybersécurité,Voyage,10,Orgueil,Autonomie,Magenta,Burger,Jus de pomme,C#
Kone,Moussa,PowerGrid,Développement Mobile,Musique,3,Impatience,Bienveillance,Gris,Salade César,Smoothie,TypeScript
Bernard,Mariam,CloudMind,Cloud Computing,Randonnée,6,Têtardise,Organisation,Jaune,Pizza,Coca-Cola,Python
Martin,Karim,SecureFlow,UI/UX Design,Jardinage,12,Naïveté,Sens de l'humour,Rose,Couscous,Limonade,Java
Thomas,Aminata,InnovateX,QA Testing,Natation,9,Curiosité intrusive,Curiosité,Cyan,Ramen,Eau,Kotlin
Petit,Oumar,GlobalConnect,Product Management,Vélo,1,Trop direct,Persévérance,Violet,Curry,Bière,SQL
Leroy,Rama,NextGenApp,Administration BDD,Échecs,14,Pessimisme,Fiabilité,Vert,Fufu,Vin rouge,PHP
Rousseau,Adama,ApexSolutions,Réseaux,Yoga,0,Maniaque,Optimisme,Marron,Thieboudienne,Tisane,Go
Laurent,Emily,AgriTech+,Systèmes Embarqués,Photographie,11,Indécision,Générosité,Bleu,Poulet Yassa,Chocolat chaud,Ruby
Smith,David,SafeCity,Analyse Business,Bénévolat,7,Procrastination,Esprit critique,Blanc,Sushi,Lait,Rust
Jones,Sarah,EduBoost,Scrum Master,Écriture,15,Timidité,Honnêteté,Rouge,Paella,Soda,C#
Williams,Michael,FinTrack,Infographie 3D,Course à pied,2,Sensibilité excessive,Loyauté,Noir,Chawarma,Thé,TypeScript
Brown,Jessica,GreenEnergy,Robotique,Modélisme,5,Rancune,Patience,Orange,Lasagnes,Café,Python
Davis,John,HealthNet,Data Science,Méditation,8,Distraction,Rigueur,Magenta,Burger,Eau gazeuse,Java
Miller,Olivia,CyberGuard,Développement Web,Gaming,10,Jalousie,Leadership,Gris,Salade César,Jus d'orange,Kotlin
Wilson,Daniel,SmartLogistics,DevOps,Lecture,3,Orgueil,Autonomie,Jaune,Pizza,Jus de pomme,SQL
Moore,Sophia,DataSense,IA,Cuisine,6,Impatience,Bienveillance,Rose,Couscous,Smoothie,PHP
Taylor,James,UrbanMobility,Cybersécurité,Voyage,12,Têtardise,Organisation,Cyan,Ramen,Coca-Cola,Go
Anderson,Antoine,AIInnovate,Développement Mobile,Musique,9,Naïveté,Sens de l'humour,Violet,Curry,Limonade,Ruby
Dubois,Sophie,QuantumLeap,Cloud Computing,Randonnée,1,Curiosité intrusive,Curiosité,Vert,Fufu,Eau,Rust
Diop,Lucas,BioConnect,UI/UX Design,Jardinage,14,Trop direct,Persévérance,Marron,Thieboudienne,Bière,C#
Garcia,Chloé,EcoSolutions,QA Testing,Natation,0,Pessimisme,Fiabilité,Bleu,Poulet Yassa,Vin rouge,TypeScript
Diallo,Pierre,FutureWear,Product Management,Vélo,11,Maniaque,Optimisme,Blanc,Sushi,Tisane,Python
Sarr,Manon,SpaceBridge,Administration BDD,Échecs,7,Indécision,Générosité,Rouge,Paella,Chocolat chaud,Java
Traoré,Jules,AeroNav,Réseaux,Yoga,15,Procrastination,Esprit critique,Noir,Chawarma,Lait,Kotlin
Cissé,Léa,AquaPura,Systèmes Embarqués,Photographie,2,Timidité,Honnêteté,Orange,Lasagnes,Soda,SQL
Kone,Romain,HomeAssist,Analyse Business,Bénévolat,5,Sensibilité excessive,Loyauté,Magenta,Burger,Thé,PHP
Bernard,Camille,PowerGrid,Scrum Master,Écriture,8,Rancune,Patience,Gris,Salade César,Café,Go
Martin,Fatoumata,CloudMind,Infographie 3D,Course à pied,10,Distraction,Rigueur,Jaune,Pizza,Eau gazeuse,Ruby
Thomas,Abdoulaye,SecureFlow,Robotique,Modélisme,3,Jalousie,Leadership,Rose,Couscous,Jus d'orange,Rust
Petit,Aïcha,InnovateX,Data Science,Méditation,6,Orgueil,Autonomie,Cyan,Ramen,Jus de pomme,C#
Leroy,Moussa,GlobalConnect,Développement Web,Gaming,12,Impatience,Bienveillance,Violet,Curry,Smoothie,TypeScript
Rousseau,Mariam,NextGenApp,DevOps,Lecture,9,Têtardise,Organisation,Vert,Fufu,Coca-Cola,Python
Laurent,Karim,ApexSolutions,IA,Cuisine,1,Naïveté,Sens de l'humour,Marron,Thieboudienne,Limonade,Java
Smith,Aminata,AgriTech+,Cybersécurité,Voyage,14,Curiosité intrusive,Curiosité,Bleu,Poulet Yassa,Eau,Kotlin
Jones,Oumar,SafeCity,Développement Mobile,Musique,0,Trop direct,Persévérance,Blanc,Sushi,Bière,SQL
Williams,Rama,EduBoost,Cloud Computing,Randonnée,11,Pessimisme,Fiabilité,Rouge,Paella,Vin rouge,PHP
Brown,Adama,FinTrack,UI/UX Design,Jardinage,7,Maniaque,Optimisme,Noir,Chawarma,Tisane,Go
Davis,Emily,GreenEnergy,QA Testing,Natation,15,Indécision,Générosité,Orange,Lasagnes,Chocolat chaud,Ruby
Miller,David,HealthNet,Product Management,Vélo,2,Procrastination,Esprit critique,Magenta,Burger,Lait,Rust
Wilson,Sarah,CyberGuard,Administration BDD,Échecs,5,Timidité,Honnêteté,Gris,Salade César,Soda,C#
Moore,Michael,SmartLogistics,Réseaux,Yoga,8,Sensibilité excessive,Loyauté,Jaune,Pizza,Thé,TypeScript
Taylor,Jessica,DataSense,Systèmes Embarqués,Photographie,10,Rancune,Patience,Rose,Couscous,Café,Python
Anderson,John,UrbanMobility,Analyse Business,Bénévolat,3,Distraction,Rigueur,Cyan,Ramen,Eau gazeuse,Java
Dubois,Olivia,AIInnovate,Scrum Master,Écriture,6,Jalousie,Leadership,Violet,Curry,Jus d'orange,Kotlin
Diop,Daniel,QuantumLeap,Infographie 3D,Course à pied,12,Orgueil,Autonomie,Vert,Fufu,Jus de pomme,SQL
Garcia,Sophia,BioConnect,Robotique,Modélisme,9,Impatience,Bienveillance,Marron,Thieboudienne,Smoothie,PHP
Diallo,James,EcoSolutions,Data Science,Méditation,1,Têtardise,Organisation,Bleu,Poulet Yassa,Coca-Cola,Go
Sarr,Antoine,FutureWear,Développement Web,Gaming,14,Naïveté,Sens de l'humour,Blanc,Sushi,Limonade,Ruby
Traoré,Sophie,SpaceBridge,DevOps,Lecture,0,Curiosité intrusive,Curiosité,Rouge,Paella,Eau,Rust
Cissé,Lucas,AeroNav,IA,Cuisine,11,Trop direct,Persévérance,Noir,Chawarma,Bière,C#
Kone,Chloé,AquaPura,Cybersécurité,Voyage,7,Pessimisme,Fiabilité,Orange,Lasagnes,Vin rouge,TypeScript
Bernard,Pierre,HomeAssist,Développement Mobile,Musique,15,Maniaque,Optimisme,Magenta,Burger,Tisane,Python
Martin,Manon,PowerGrid,Cloud Computing,Randonnée,2,Indécision,Générosité,Gris,Salade César,Chocolat chaud,Java
Thomas,Jules,CloudMind,UI/UX Design,Jardinage,5,Procrastination,Esprit critique,Jaune,Pizza,Lait,Kotlin
Petit,Léa,SecureFlow,QA Testing,Natation,8,Timidité,Honnêteté,Rose,Couscous,Soda,SQL
Leroy,Romain,InnovateX,Product Management,Vélo,10,Sensibilité excessive,Loyauté,Cyan,Ramen,Thé,PHP
Rousseau,Camille,GlobalConnect,Administration BDD,Échecs,3,Rancune,Patience,Violet,Curry,Café,Go
Laurent,Fatoumata,NextGenApp,Réseaux,Yoga,6,Distraction,Rigueur,Vert,Fufu,Eau gazeuse,Ruby
Smith,Abdoulaye,ApexSolutions,Systèmes Embarqués,Photographie,12,Jalousie,Leadership,Marron,Thieboudienne,Jus d'orange,Rust
Jones,Aïcha,AgriTech+,Analyse Business,Bénévolat,9,Orgueil,Autonomie,Bleu,Poulet Yassa,Jus de pomme,C#
Williams,Moussa,SafeCity,Scrum Master,Écriture,1,Impatience,Bienveillance,Blanc,Sushi,Smoothie,TypeScript
Kone,Mariam,EcoSense,Développement Mobile,Escalade,1,Impatience,Pragmatisme,Marron,Tajine,Eau gazeuse,PHP
Garcia,Sékou,TerraForm,Cloud Computing,Bénévolat,14,Manque de confiance,Logique,Magenta,Lasagnes,Chocolat chaud,Go
Sanchez,Nour,SmartLogistics,IoT,Voyage,12,Impatience,Optimisme,Blanc,Sushi,Boisson énergisante,JavaScript
Wang,Fatoumata,OmniChannel,Développement Web,Échecs,0,Indécision,Sens de l'humour,Cyan,Gratin dauphinois,Café,Kotlin
Davis,Mamadou,AgriTech+,Intelligence Artificielle,Jardinage,15,Rancunier,Esprit d'équipe,Orange,Burrito,Jus de pomme,Python
Nguyen,Pierre,QuantumLeap,Data Science,Lecture,13,Procrastination,Curiosité,Jaune,Curry,Limonade,Swift
Johnson,Arthur,InnovateHub,DevOps,Coding,1,Sensibilité excessive,Adaptabilité,Bleu,Steak frites,Café,Python
Smith,Youssef,CyberGuard,Cybersécurité,Gaming,13,Distrait,Intégrité,Jaune,Soupe Pho,Eau,PHP
Martinez,Ndeye,SafeCity,UI/UX Design,Dessin,1,Méfiance,Rigueur,Gris,Paella,Coca-Cola,C++
