Nom,Prénom,Projet,Spécialité,Hobby,Nombre d'années d'expérience,Défaut,Qualité,Couleur préférée,Plat préféré,Boisson préférée,Langage préféré
Brown,Issa,InnovateHub,Architecte Cloud,Bénévolat,3,Timidité,Calme,Argent,Curry,Eau pétillante,Go
Ali,Bineta,ConnectSphere,Développeur Web Backend,Photographie,12,Bavardage,Créativité,Marron,Fondue Savoyarde,Smoothies,PHP
Schmidt,Souleymane,E-Governe,Data Scientist,Cuisine,0,Perfectionnisme (excessif),Autonomie,Bleu,Burger,Café,Python
Santos,Amadou,SmartAgro,Architecte Logiciel,Voyage,8,Rigidité,Empathie,Noir,Lasagnes,Thé,C++
Singh,Khady,CyberGuard,Administrateur Système,Modélisme,5,Sarcasme,Patience,Vert,Pâtes Carbonara,Eau pétillante,C#
Weber,Mamadou,SmartLogistics,UX/UI Designer,Gaming,13,Manque d'organisation,Curiosité,Jaune,Croissant,Smoothies,Rust
Miller,Fatou,EduBoost,QA Engineer,Randonnée,7,Rancunier,Discipline,Rose,Mafé,Jus de Baobab,Go
Johnson,Antoine,GreenEnergy,Chef de Projet IT,Lecture,2,Distrait,Organisation,Bleu,Tajine,Coca-Cola,Python
Garcia,Marie,HealthConnect,Développeur Mobile iOS,Musique,9,Entêtement,Loyauté,Orange,Gaufres,Jus d'Orange,Swift
Sow,Pierre,AgriTech+,DevOps Engineer,Écriture,11,Procrastination,Persévérance,Gris,Ramen,Café,Java
Benali,Sophie,FinTrack,Spécialiste Big Data,Natation,6,Indécision,Leadership,Vert,Sushi,Limonade,JavaScript
Dupont,Thomas,CodeForge,Ingénieur IA,Coding,14,Orgueil,Honnêteté,Rouge,Paella,Eau,Python
Wilson,Léa,UrbanFlow,Développeur Web Frontend,Yoga,3,Narcissisme,Sens de l'humour,Violet,Pizza,Chocolat chaud,TypeScript
Chen,David,BioMed,Développeur Mobile Android,Fitness,12,Impatience,Rigueur,Cyan,Poulet Yassa,Bissap,Kotlin
Brown,Sarah,DigitalBridge,Expert Cybersécurité,Danse,0,Tendance à s'inquiéter,Intégrité,Or,Thieboudienne,Jus de Gingembre,C
Ali,Kenji,InnovateHub,Architecte Cloud,Bénévolat,8,Timidité,Calme,Argent,Curry,Eau pétillante,Go
Schmidt,Li,ConnectSphere,Développeur Web Backend,Photographie,5,Bavardage,Créativité,Marron,Fondue Savoyarde,Smoothies,PHP
Santos,Elena,E-Governe,Data Scientist,Cuisine,13,Perfectionnisme (excessif),Autonomie,Bleu,Burger,Café,Python
Singh,Sofia,SmartAgro,Architecte Logiciel,Voyage,7,Rigidité,Empathie,Noir,Lasagnes,Thé,C++
Weber,Noah,CyberGuard,Administrateur Système,Modélisme,2,Sarcasme,Patience,Vert,Pâtes Carbonara,Eau pétillante,C#
Miller,Liam,SmartLogistics,UX/UI Designer,Gaming,9,Manque d'organisation,Curiosité,Jaune,Croissant,Smoothies,Rust
Johnson,Olivia,EduBoost,QA Engineer,Randonnée,11,Rancunier,Discipline,Rose,Mafé,Jus de Baobab,Go
Garcia,Emma,GreenEnergy,Chef de Projet IT,Lecture,6,Distrait,Organisation,Bleu,Tajine,Coca-Cola,Python
Sow,Charlotte,HealthConnect,Développeur Mobile iOS,Musique,14,Entêtement,Loyauté,Orange,Gaufres,Jus d'Orange,Swift
Benali,Benjamin,AgriTech+,DevOps Engineer,Écriture,3,Procrastination,Persévérance,Gris,Ramen,Café,Java
Dupont,Lucas,FinTrack,Spécialiste Big Data,Natation,12,Indécision,Leadership,Vert,Sushi,Limonade,JavaScript
Wilson,Chloé,CodeForge,Ingénieur IA,Coding,0,Orgueil,Honnêteté,Rouge,Paella,Eau,Python
Chen,Manon,UrbanFlow,Développeur Web Frontend,Yoga,8,Narcissisme,Sens de l'humour,Violet,Pizza,Chocolat chaud,TypeScript
Brown,Jules,BioMed,Développeur Mobile Android,Fitness,5,Impatience,Rigueur,Cyan,Poulet Yassa,Bissap,Kotlin
Ali,Enzo,DigitalBridge,Expert Cybersécurité,Danse,13,Tendance à s'inquiéter,Intégrité,Or,Thieboudienne,Jus de Gingembre,C
Schmidt,Clara,InnovateHub,Architecte Cloud,Bénévolat,7,Timidité,Calme,Argent,Curry,Eau pétillante,Go
Santos,Léo,ConnectSphere,Développeur Web Backend,Photographie,2,Bavardage,Créativité,Marron,Fondue Savoyarde,Smoothies,PHP
Singh,Yacine,E-Governe,Data Scientist,Cuisine,9,Perfectionnisme (excessif),Autonomie,Bleu,Burger,Café,Python
Weber,Ndeye,SmartAgro,Architecte Logiciel,Voyage,11,Rigidité,Empathie,Noir,Lasagnes,Thé,C++
Miller,Mamadou,CyberGuard,Administrateur Système,Modélisme,6,Sarcasme,Patience,Vert,Pâtes Carbonara,Eau pétillante,C#
Johnson,Khady,SmartLogistics,UX/UI Designer,Gaming,14,Manque d'organisation,Curiosité,Jaune,Croissant,Smoothies,Rust
Garcia,Souleymane,EduBoost,QA Engineer,Randonnée,3,Rancunier,Discipline,Rose,Mafé,Jus de Baobab,Go
Sow,Adja,GreenEnergy,Chef de Projet IT,Lecture,12,Distrait,Organisation,Bleu,Tajine,Coca-Cola,Python
Benali,Omar,HealthConnect,Développeur Mobile iOS,Musique,0,Entêtement,Loyauté,Orange,Gaufres,Jus d'Orange,Swift
Dupont,Rama,AgriTech+,DevOps Engineer,Écriture,8,Procrastination,Persévérance,Gris,Ramen,Café,Java
Wilson,Issa,FinTrack,Spécialiste Big Data,Natation,5,Indécision,Leadership,Vert,Sushi,Limonade,JavaScript
Chen,Bineta,CodeForge,Ingénieur IA,Coding,13,Orgueil,Honnêteté,Rouge,Paella,Eau,Python
Brown,Marie,UrbanFlow,Développeur Web Frontend,Yoga,7,Narcissisme,Sens de l'humour,Violet,Pizza,Chocolat chaud,TypeScript
Ali,Pierre,BioMed,Développeur Mobile Android,Fitness,2,Impatience,Rigueur,Cyan,Poulet Yassa,Bissap,Kotlin
Schmidt,Sophie,DigitalBridge,Expert Cybersécurité,Danse,9,Tendance à s'inquiéter,Intégrité,Or,Thieboudienne,Jus de Gingembre,C
Santos,Thomas,InnovateHub,Architecte Cloud,Bénévolat,11,Timidité,Calme,Argent,Curry,Eau pétillante,Go
Singh,Léa,ConnectSphere,Développeur Web Backend,Photographie,6,Bavardage,Créativité,Marron,Fondue Savoyarde,Smoothies,PHP
Weber,Antoine,E-Governe,Data Scientist,Cuisine,14,Perfectionnisme (excessif),Autonomie,Bleu,Burger,Café,Python
Miller,Fatou,SmartAgro,Architecte Logiciel,Voyage,3,Rigidité,Empathie,Noir,Lasagnes,Thé,C++
Johnson,Amadou,CyberGuard,Administrateur Système,Modélisme,12,Sarcasme,Patience,Vert,Pâtes Carbonara,Eau pétillante,C#
Garcia,Aminata,SmartLogistics,UX/UI Designer,Gaming,0,Manque d'organisation,Curiosité,Jaune,Croissant,Smoothies,Rust
Sow,Moussa,EduBoost,QA Engineer,Randonnée,8,Rancunier,Discipline,Rose,Mafé,Jus de Baobab,Go
Benali,Aïcha,GreenEnergy,Chef de Projet IT,Lecture,5,Distrait,Organisation,Bleu,Tajine,Coca-Cola,Python
Dupont,David,HealthConnect,Développeur Mobile iOS,Musique,13,Entêtement,Loyauté,Orange,Gaufres,Jus d'Orange,Swift
Wilson,Sarah,AgriTech+,DevOps Engineer,Écriture,7,Procrastination,Persévérance,Gris,Ramen,Café,Java
Chen,Kenji,FinTrack,Spécialiste Big Data,Natation,2,Indécision,Leadership,Vert,Sushi,Limonade,JavaScript
Brown,Li,CodeForge,Ingénieur IA,Coding,9,Orgueil,Honnêteté,Rouge,Paella,Eau,Python
Ali,Elena,UrbanFlow,Développeur Web Frontend,Yoga,11,Narcissisme,Sens de l'humour,Violet,Pizza,Chocolat chaud,TypeScript
Schmidt,Sofia,BioMed,Développeur Mobile Android,Fitness,6,Impatience,Rigueur,Cyan,Poulet Yassa,Bissap,Kotlin
Santos,Noah,DigitalBridge,Expert Cybersécurité,Danse,14,Tendance à s'inquiéter,Intégrité,Or,Thieboudienne,Jus de Gingembre,C
Singh,Liam,InnovateHub,Architecte Cloud,Bénévolat,3,Timidité,Calme,Argent,Curry,Eau pétillante,Go
Weber,Olivia,ConnectSphere,Développeur Web Backend,Photographie,12,Bavardage,Créativité,Marron,Fondue Savoyarde,Smoothies,PHP
Miller,Emma,E-Governe,Data Scientist,Cuisine,0,Perfectionnisme (excessif),Autonomie,Bleu,Burger,Café,Python
Johnson,Charlotte,SmartAgro,Architecte Logiciel,Voyage,8,Rigidité,Empathie,Noir,Lasagnes,Thé,C++
Garcia,Benjamin,CyberGuard,Administrateur Système,Modélisme,5,Sarcasme,Patience,Vert,Pâtes Carbonara,Eau pétillante,C#
Sow,Lucas,SmartLogistics,UX/UI Designer,Gaming,13,Manque d'organisation,Curiosité,Jaune,Croissant,Smoothies,Rust
Benali,Chloé,EduBoost,QA Engineer,Randonnée,7,Rancunier,Discipline,Rose,Mafé,Jus de Baobab,Go
Dupont,Manon,GreenEnergy,Chef de Projet IT,Lecture,2,Distrait,Organisation,Bleu,Tajine,Coca-Cola,Python
Wilson,Jules,HealthConnect,Développeur Mobile iOS,Musique,9,Entêtement,Loyauté,Orange,Gaufres,Jus d'Orange,Swift
Chen,Enzo,AgriTech+,DevOps Engineer,Écriture,11,Procrastination,Persévérance,Gris,Ramen,Café,Java
Brown,Clara,FinTrack,Spécialiste Big Data,Natation,6,Indécision,Leadership,Vert,Sushi,Limonade,JavaScript
Ali,Léo,CodeForge,Ingénieur IA,Coding,14,Orgueil,Honnêteté,Rouge,Paella,Eau,Python
Schmidt,Yacine,UrbanFlow,Développeur Web Frontend,Yoga,3,Narcissisme,Sens de l'humour,Violet,Pizza,Chocolat chaud,TypeScript
Santos,Ndeye,BioMed,Développeur Mobile Android,Fitness,12,Impatience,Rigueur,Cyan,Poulet Yassa,Bissap,Kotlin
Amadou,Diallo,AgriTech+,Développement Web,Lecture,7,Impatience,Curiosité,Vert,Thieboudienne,Jus de Bissap,Python
Marie,Martin,EduBoost,Data Science,Danse,3,Timidité,Empathie,Bleu,Salade Composée,Jus d'Orange,R
Lucas,Smith,FinTrack,DevOps,Gaming,5,Procrastination,Esprit d'équipe,Noir,Burger,Coca-Cola,Bash
Fatou,Ndiaye,HealthConnect,Cybersécurité,Voyage,8,Manque de confiance,Honnêteté,Jaune,Mafé,Eau gazeuse,Python
Pierre,Dupont,EcoSmart,Intelligence Artificielle,Jardinage,10,Entêtement,Persévérance,Rouge,Curry,Thé,Java
Sophie,Johnson,CyberGuard,Développement Mobile,Musique,2,Distraction,Créativité,Rose,Sushi,Smoothie,Kotlin
Moussa,Traoré,ArtisanLink,UI/UX Design,Football,6,Perfectionnisme,Adaptabilité,Gris,Poulet Yassa,Eau,JavaScript
Julie,Williams,TourismeVert,Cloud Computing,Cuisine,4,Nervosité,Leadership,Violet,Pâtes Carbonara,Limonade,Go
Antoine,Jones,SmartLogistics,Ingénierie Logicielle,Randonnée,12,Bavardage,Rigueur,Blanc,Paëlla,Café,C#
Léa,Brown,CultureFlow,Gestion de Projet Tech,Photographie,1,Indécision,Optimisme,Orange,Pizza,Jus de mangue,PHP
Sarah,Davis,DataInsight,Big Data,Lecture,9,Pessimisme,Détermination,Cyan,Thieboudienne,Eau,Python
David,Miller,AutoPilot,Robotique,Gaming,11,Rancune,Sens de l'humour,Magenta,Steak-frites,Bière,C++
Emily,Wilson,EduGame,Test Logiciel,Natation,0,Sensibilité excessive,Patience,Vert,Fondue,Jus d'Orange,Java
Michael,Moore,GreenEnergy,Réseaux,Coding,7,Orgueil,Esprit critique,Bleu,Couscous,Coca-Cola,Ruby
Olivia,Taylor,MarketHub,Blockchain,Voyage,4,Impatience,Curiosité,Noir,Burger,Smoothie,Solidity
James,Martin,FoodWaste,Développement Web,Musique,6,Timidité,Empathie,Jaune,Salade Composée,Limonade,JavaScript
Sophia,Bernard,DigitalID,Data Science,Jardinage,3,Procrastination,Honnêteté,Rouge,Sushi,Thé,R
Benjamin,Thomas,UrbanHarvest,DevOps,Football,5,Manque de confiance,Adaptabilité,Rose,Curry,Café,Bash
Mia,Petit,SportAnalytics,Cybersécurité,Lecture,8,Entêtement,Persévérance,Gris,Mafé,Eau gazeuse,Python
William,Robert,AgriTech+,Intelligence Artificielle,Danse,10,Distraction,Créativité,Violet,Poulet Yassa,Jus de mangue,Java
Ava,Richard,SafeCity,UI/UX Design,Gaming,2,Perfectionnisme,Leadership,Blanc,Pâtes Carbonara,Bière,TypeScript
Noah,Durand,EduBoost,Cloud Computing,Voyage,7,Nervosité,Rigueur,Orange,Pizza,Vin,Go
Isabella,Dubois,FinTrack,Ingénierie Logicielle,Cuisine,1,Bavardage,Optimisme,Cyan,Paëlla,Eau,C#
Liam,Moreau,HealthConnect,Gestion de Projet Tech,Randonnée,9,Indécision,Détermination,Magenta,Thieboudienne,Jus de Bissap,PHP
Charlotte,Laurent,EcoSmart,Big Data,Photographie,11,Pessimisme,Sens de l'humour,Vert,Steak-frites,Coca-Cola,Python
Amadou,Simon,CyberGuard,Robotique,Coding,0,Rancune,Patience,Bleu,Fondue,Jus d'Orange,C++
Adama,Michel,ArtisanLink,Test Logiciel,Natation,5,Sensibilité excessive,Esprit critique,Noir,Couscous,Smoothie,Java
Ndèye,Lefebvre,TourismeVert,Réseaux,Lecture,8,Orgueil,Curiosité,Jaune,Burger,Limonade,Ruby
Mariam,Leroy,SmartLogistics,Blockchain,Musique,3,Impatience,Empathie,Rouge,Salade Composée,Thé,Solidity
Ibrahim,Roux,CultureFlow,Développement Web,Jardinage,6,Timidité,Honnêteté,Rose,Sushi,Café,JavaScript
Fatou,David,DataInsight,Data Science,Football,4,Procrastination,Adaptabilité,Gris,Curry,Eau,R
Moussa,Bertrand,AutoPilot,DevOps,Gaming,9,Manque de confiance,Persévérance,Violet,Mafé,Eau gazeuse,Bash
Aisha,Fournier,EduGame,Cybersécurité,Voyage,2,Entêtement,Créativité,Blanc,Poulet Yassa,Jus de mangue,Python
Omar,Girard,GreenEnergy,Intelligence Artificielle,Danse,7,Distraction,Leadership,Orange,Pâtes Carbonara,Bière,Java
Sarah,Ndiaye,MarketHub,UI/UX Design,Cuisine,10,Perfectionnisme,Rigueur,Cyan,Pizza,Vin,TypeScript
David,Traoré,FoodWaste,Cloud Computing,Randonnée,1,Nervosité,Optimisme,Magenta,Paëlla,Eau,Go
Emily,Diallo,DigitalID,Ingénierie Logicielle,Photographie,6,Bavardage,Détermination,Vert,Thieboudienne,Jus de Bissap,C#
Michael,Kone,UrbanHarvest,Gestion de Projet Tech,Coding,12,Indécision,Sens de l'humour,Bleu,Steak-frites,Coca-Cola,PHP
Olivia,Camara,SportAnalytics,Big Data,Natation,0,Pessimisme,Patience,Noir,Fondue,Jus d'Orange,Python
James,Diop,AgriTech+,Robotique,Lecture,5,Rancune,Esprit critique,Jaune,Couscous,Smoothie,C++
Sophia,Cissé,SafeCity,Test Logiciel,Gaming,8,Sensibilité excessive,Curiosité,Rouge,Burger,Limonade,Java
Benjamin,Doumbia,EduBoost,Réseaux,Voyage,3,Orgueil,Empathie,Rose,Salade Composée,Thé,Ruby
Mia,Sow,FinTrack,Blockchain,Musique,7,Impatience,Honnêteté,Gris,Sushi,Café,Solidity
William,Touré,HealthConnect,Développement Web,Jardinage,4,Timidité,Adaptabilité,Violet,Curry,Eau,JavaScript
Ava,Dupont,EcoSmart,Data Science,Football,9,Procrastination,Persévérance,Blanc,Mafé,Eau gazeuse,R
Noah,Martin,CyberGuard,DevOps,Lecture,2,Manque de confiance,Créativité,Orange,Poulet Yassa,Jus de mangue,Bash
Isabella,Bernard,ArtisanLink,Cybersécurité,Danse,7,Entêtement,Leadership,Cyan,Pâtes Carbonara,Bière,Python
Liam,Thomas,TourismeVert,Intelligence Artificielle,Cuisine,11,Distraction,Rigueur,Magenta,Pizza,Vin,Java
Charlotte,Petit,SmartLogistics,UI/UX Design,Randonnée,0,Perfectionnisme,Optimisme,Vert,Paëlla,Eau,TypeScript
Amadou,Robert,CultureFlow,Cloud Computing,Photographie,6,Nervosité,Détermination,Bleu,Thieboudienne,Jus de Bissap,Go
Adama,Richard,DataInsight,Ingénierie Logicielle,Coding,13,Bavardage,Sens de l'humour,Noir,Steak-frites,Coca-Cola,C#
Ndèye,Durand,AutoPilot,Gestion de Projet Tech,Natation,1,Indécision,Patience,Jaune,Fondue,Jus d'Orange,PHP
Mariam,Dubois,EduGame,Big Data,Gaming,8,Pessimisme,Esprit critique,Rouge,Couscous,Smoothie,Python
Ibrahim,Moreau,GreenEnergy,Robotique,Voyage,5,Rancune,Curiosité,Rose,Burger,Limonade,C++
Fatou,Laurent,MarketHub,Test Logiciel,Musique,10,Sensibilité excessive,Empathie,Gris,Salade Composée,Thé,Java
Moussa,Simon,FoodWaste,Réseaux,Jardinage,3,Orgueil,Honnêteté,Violet,Sushi,Café,Ruby
Aisha,Michel,DigitalID,Blockchain,Football,7,Impatience,Adaptabilité,Blanc,Curry,Eau,Solidity
Omar,Lefebvre,UrbanHarvest,Développement Web,Lecture,4,Timidité,Persévérance,Orange,Mafé,Eau gazeuse,JavaScript
Sarah,Leroy,SportAnalytics,Data Science,Danse,9,Procrastination,Créativité,Cyan,Poulet Yassa,Jus de mangue,R
David,Roux,AgriTech+,DevOps,Gaming,2,Manque de confiance,Leadership,Magenta,Pâtes Carbonara,Bière,Bash
Emily,Ndiaye,SafeCity,Cybersécurité,Cuisine,7,Entêtement,Rigueur,Vert,Pizza,Vin,Python
Michael,Traoré,EduBoost,Intelligence Artificielle,Randonnée,11,Distraction,Optimisme,Bleu,Paëlla,Eau,Java
Olivia,Diallo,FinTrack,UI/UX Design,Photographie,0,Perfectionnisme,Détermination,Noir,Thieboudienne,Jus de Bissap,TypeScript
James,Kone,HealthConnect,Cloud Computing,Coding,6,Nervosité,Sens de l'humour,Jaune,Steak-frites,Coca-Cola,Go
Sophia,Camara,EcoSmart,Ingénierie Logicielle,Natation,14,Bavardage,Patience,Rouge,Fondue,Jus d'Orange,C#
Benjamin,Diop,CyberGuard,Gestion de Projet Tech,Gaming,1,Indécision,Esprit critique,Rose,Couscous,Smoothie,PHP
Mia,Cissé,ArtisanLink,Big Data,Voyage,8,Pessimisme,Curiosité,Gris,Burger,Limonade,Python
William,Doumbia,TourismeVert,Robotique,Musique,5,Rancune,Empathie,Violet,Salade Composée,Thé,C++
Ava,Sow,SmartLogistics,Test Logiciel,Jardinage,10,Sensibilité excessive,Honnêteté,Blanc,Sushi,Café,Java
Noah,Touré,CultureFlow,Réseaux,Football,3,Orgueil,Adaptabilité,Orange,Curry,Eau,Ruby
Isabella,Dupont,DataInsight,Blockchain,Lecture,7,Impatience,Persévérance,Cyan,Mafé,Eau gazeuse,Solidity
Liam,Martin,AutoPilot,Développement Web,Danse,4,Timidité,Créativité,Magenta,Poulet Yassa,Jus de mangue,JavaScript
Charlotte,Bernard,EduGame,Data Science,Gaming,9,Procrastination,Leadership,Vert,Pâtes Carbonara,Bière,R
Amadou,Thomas,GreenEnergy,DevOps,Cuisine,2,Manque de confiance,Rigueur,Bleu,Pizza,Vin,Bash
Adama,Petit,MarketHub,Cybersécurité,Randonnée,7,Entêtement,Optimisme,Noir,Paëlla,Eau,Python
Ndèye,Robert,FoodWaste,Intelligence Artificielle,Photographie,12,Distraction,Détermination,Jaune,Thieboudienne,Jus de Bissap,Java
Mariam,Richard,DigitalID,UI/UX Design,Coding,0,Perfectionnisme,Sens de l'humour,Rouge,Steak-frites,Coca-Cola,TypeScript
Ibrahim,Durand,UrbanHarvest,Cloud Computing,Natation,6,Nervosité,Patience,Rose,Fondue,Jus d'Orange,Go
Fatou,Dubois,SportAnalytics,Ingénierie Logicielle,Gaming,15,Bavardage,Esprit critique,Gris,Couscous,Smoothie,C#
Moussa,Moreau,AgriTech+,Gestion de Projet Tech,Voyage,1,Indécision,Curiosité,Violet,Burger,Limonade,PHP
Aisha,Laurent,SafeCity,Big Data,Musique,8,Pessimisme,Empathie,Blanc,Salade Composée,Thé,Python
Omar,Simon,EduBoost,Robotique,Jardinage,5,Rancune,Honnêteté,Orange,Sushi,Café,C++
Sarah,Michel,FinTrack,Test Logiciel,Football,10,Sensibilité excessive,Adaptabilité,Cyan,Curry,Eau,Java
David,Lefebvre,HealthConnect,Réseaux,Lecture,3,Orgueil,Persévérance,Magenta,Mafé,Eau gazeuse,Ruby
Emily,Leroy,EcoSmart,Blockchain,Danse,7,Impatience,Créativité,Vert,Poulet Yassa,Jus de mangue,Solidity
Michael,Roux,CyberGuard,Développement Web,Gaming,4,Timidité,Leadership,Bleu,Pâtes Carbonara,Bière,JavaScript
Olivia,Ndiaye,ArtisanLink,Data Science,Cuisine,9,Procrastination,Rigueur,Noir,Pizza,Vin,R
James,Traoré,TourismeVert,DevOps,Randonnée,2,Manque de confiance,Optimisme,Jaune,Paëlla,Eau,Bash
Sophia,Diallo,SmartLogistics,Cybersécurité,Photographie,7,Entêtement,Détermination,Rouge,Thieboudienne,Jus de Bissap,Python
Benjamin,Kone,CultureFlow,Intelligence Artificielle,Coding,11,Distraction,Sens de l'humour,Rose,Steak-frites,Coca-Cola,Java
Mia,Camara,DataInsight,UI/UX Design,Natation,0,Perfectionnisme,Patience,Gris,Fondue,Jus d'Orange,TypeScript
William,Diop,AutoPilot,Cloud Computing,Gaming,6,Nervosité,Esprit critique,Violet,Couscous,Smoothie,Go
Ava,Cissé,EduGame,Ingénierie Logicielle,Voyage,13,Bavardage,Curiosité,Blanc,Burger,Limonade,C#
Noah,Doumbia,GreenEnergy,Gestion de Projet Tech,Musique,1,Indécision,Empathie,Orange,Salade Composée,Thé,PHP
Isabella,Sow,MarketHub,Big Data,Jardinage,8,Pessimisme,Honnêteté,Cyan,Sushi,Café,Python
Liam,Touré,FoodWaste,Robotique,Football,5,Rancune,Adaptabilité,Magenta,Curry,Eau,C++
Martin,Aya,AquaPure,Développement Mobile,Escalade,11,Maladresse,Créativité,Turquoise,Curry indien,Lait,Python
Smith,Pierre,SmartHomeX,Cybersécurité,Méditation,0,Entêtement,Gestion du stress,Rose,Thieboudienne,Eau pétillante,Swift
Kumar,Ahmed,SocialSphere,DevOps,Karaoké,3,Susceptibilité,Sens de l'humour,Cyan,Feijoada,Jus d'orange,Kotlin
Smith,Chloé,EduBoost,UX/UI Design,Écriture créative,12,Hypersensibilité,Curiosité,Jaune,Chili con Carne,Expresso,Java
Lee,Sarah,AeroTech,Développement Mobile,Théâtre,10,Impulsivité,Patience,Vert,Pad Thai,Thé,SQL
Evans,Théo,SmartLogistics,Big Data Engineering,Bénévolat,14,Procrastination,Réactivité,Gris,Poulet Yassa,Coca-Cola,C#
Koulibaly,Kenza,CyberShield,Scrum Master,Plongée,1,Insouciance,Détermination,Marron,Thieboudienne,Lait,Go
Williams,Nadia,TravelSense,Cloud Computing,Vélo,15,Timidité,Proactivité,Rose,Ramen,Boisson préférée,Haskell
Sharma,Rahul,SmartHomeX,Product Owner,Collection,8,Jalousie,Autonomie,Noir,Biryani,Jus de pomme,Scala
Brown,Mia,RoboChef,Robotique,Karaoké,10,Méfiance,Rigueur,Vert,Chili con Carne,Grog,TypeScript
Kim,Ismail,FinTrack,Architecture Logicielle,Gaming,7,Négativisme,Logique,Rouge,Sushi,Thé,Python
Johnson,Zoé,ConnectHub,DevOps,Bénévolat,14,Obsession du contrôle,Autonomie,Bleu,Curry indien,Kombucha,JavaScript
Miller,Lucas,InnovateX,Développement Mobile,Football,1,Jalousie,Leadership,Rose,Cassoulet,Limonade,Go
Traoré,Amina,UrbanMobility,DevOps,Pêche,6,Jalousie,Loyauté,Orange,Nems,Vin rouge,C++
Lee,Yassin,PetroGuard,Fullstack Development,Cinéma,1,Méfiance,Qualité,C,JavaScript
Smith,Fatou,ConnectHub,Cybersécurité,Yoga,14,Curiosité intrusive,Patience,Jaune,Sushi,Kombucha,TypeScript
Singh,Rohan,AgriTech+,Architecture Logicielle,Modélisme,4,Hypersensibilité,Précision,Bordeaux,Pizza,Chocolat chaud,Haskell
Chen,Liam,CyberShield,Big Data Engineering,Méditation,15,Retard chronique,Pédagogie,Jaune,Paella,Jus d'orange,C#
Kim,Laila,CyberShield,Cloud Computing,Lecture,13,Impatience,Intuition,Violet,Sushi,Lait,C++
Smith,Fatima,SmartHomeX,Architecture Logicielle,Collection,14,Procrastination,Leadership,Rose,Raclette,Vin rouge,Python
Traoré,Sanaa,GreenEnergy,Développement Web,Danse,6,Méfiance,Loyauté,Rose,Raclette,Thé,PHP
Johnson,Olivia,TravelSense,Cybersécurité,Voyage,12,Pessimisme,Réactivité,Bleu,Lasagnes,Jus d'orange,Rust
Williams,Rohan,AeroTech,Frontend Development,Randonnée,13,Méfiance,Pédagogie,Kaki,Biryani,Jus d'orange,Rust
Wang,Julia,QuantumLeap,Data Science,Randonnée,0,Bavardage excessif,Flexibilité,Marron,Tacos,Jus de pomme,Kotlin
Garcia,Théo,RoboChef,Développement Web,Écriture créative,12,Distraction facile,Curiosité,Jaune,Ramen,Limonade,Java
Dubois,Sophie,DataInsight,Data Science,Lecture,0,Susceptibilité,Enthousiasme,Orange,Sushi,Jus de mangue,Swift
Diallo,Aminata,AgriTech+,Administration Réseau,Échecs,11,Retard chronique,Sens de l'humour,Rose,Tajine,Eau pétillante,Bash
Martin,Gaspard,SecureChain,Scrum Master,Pêche,1,Procrastination,Patience,Noir,Curry indien,Thé glacé,SQL
Lee,Nora,MediCare,Développement Web,Musique,10,Impatience,Organisation,Noir,Nems,Thé,PHP
Dubois,Léa,PetroGuard,Blockchain,Voyage,9,Obsession du contrôle,Réactivité,Orange,Chili con Carne,Eau pétillante,JavaScript
Martinez,Clara,InnovateX,Développement Web,Collection,14,Méfiance,Adaptabilité,Vert,Biryani,Lait,PHP
Dubois,Arthur,SmartHomeX,Data Science,Cinéma,10,Insouciance,Ingéniosité,Bleu,Paella,Jus de pomme,R
Johnson,Clément,GreenEnergy,Consultant BI,Gaming,9,Pessimisme,Analyse,Gris,Empanadas,Grog,TypeScript
Dubois,Antoine,EduBoost,Fullstack Development,Modélisme,13,Impulsivité,Patience,Jaune,Paella,Eau plate,PHP
Ndoye,Hana,UrbanMobility,Blockchain,Gaming,1,Méfiance,Patience,Bleu,Empanadas,Café,C++
Smith,Ismail,OmniServe,Développement Web,Lecture,10,Jalousie,Esprit d'équipe,Blanc,Kebab,Boisson préférée,C#
Smith,Louis,FinGenius,Développement Mobile,Peinture,3,Curiosité intrusive,Patience,Rose,Pizza,Jus d'orange,Scala
Martin,Théo,PetroGuard,Cloud Computing,Théâtre,10,Retard chronique,Communication,Rouge,Empanadas,Infusion,C++
Kumar,Pooja,GreenEnergy,Cybersécurité,Yoga,6,Jalousie,Loyauté,Rouge,Sushi,Chocolat chaud,C#
Wang,Léna,SecureChain,Architecture Logicielle,Randonnée,10,Perfectionnisme (excessif),Analyse,Orange,Thieboudienne,Vin rouge,Kotlin
Garcia,Louis,HealthConnect,Cybersécurité,Modélisme,2,Perfectionnisme (excessif),Leadership,Bleu,Tacos,Limonade,Kotlin
Martin,Mohamed,EcoDrive,Robotique,Méditation,6,Méfiance,Proactivité,Vert,Crêpes,Lait,Python
Dubois,Lila,EcoDrive,Machine Learning Engineer,Danse,7,Curiosité intrusive,Pédagogie,Noir,Pho,Lait,Rust
Johnson,Manon,GreenEnergy,Frontend Development,Méditation,3,Méfiance,Créativité,Noir,Fondue savoyarde,Boisson préférée,SQL
Johnson,Maya,SmartLogistics,Frontend Development,Pêche,3,Perfectionnisme (excessif),Logique,Orange,Pâtes Carbonara,Jus de pomme,PHP
Sharma,Eva,EduFlex,Cloud Computing,Randonnée,0,Insouciance,Précision,Blanc,Paella,Thé,Dart
